,Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
886,1909,121,2,44.800000000000004,3,1,2,312,6,At-Risk/Occasional
2967,4048,236,3,44.75,2,2,2,222,6,At-Risk/Occasional
3183,4270,325,3,44.72,1,2,2,122,5,At-Risk/Occasional
3528,4626,6,3,44.7,4,2,2,422,8,Active Customers
2953,4034,47,3,44.7,4,2,2,422,8,Active Customers
978,2003,37,2,44.7,4,1,2,412,7,Active Customers
3456,4553,200,2,44.7,2,1,2,212,5,At-Risk/Occasional
3358,4452,37,2,44.6,4,1,2,412,7,Active Customers
1085,2113,114,3,44.6,3,2,2,322,7,At-Risk/Occasional
3674,4774,167,2,44.5,2,1,2,212,5,At-Risk/Occasional
693,1714,150,2,44.4,2,1,2,212,5,At-Risk/Occasional
2239,3303,339,3,44.4,1,2,2,122,5,At-Risk/Occasional
3753,4854,372,3,44.35,1,2,2,122,5,At-Risk/Occasional
415,1425,97,4,44.32,3,3,2,332,8,At-Risk/Occasional
2723,3795,347,3,44.300000000000004,1,2,2,122,5,At-Risk/Occasional
942,1965,148,2,44.2,2,1,2,212,5,At-Risk/Occasional
378,1388,271,3,44.2,2,2,2,222,6,At-Risk/Occasional
2355,3423,211,4,44.2,2,3,2,232,7,At-Risk/Occasional
3324,4415,337,4,44.2,1,3,2,132,6,At-Risk/Occasional
1125,2156,145,4,44.2,2,3,2,232,7,At-Risk/Occasional
383,1393,491,3,44.15,1,2,2,122,5,At-Risk/Occasional
3008,4090,307,3,44.120000000000005,1,2,2,122,5,At-Risk/Occasional
2130,3191,0,2,44.089999999999996,4,1,2,412,7,Active Customers
3393,4488,379,3,44.0,1,2,2,122,5,At-Risk/Occasional
3773,4874,7,2,43.95,4,1,2,412,7,Active Customers
1594,2644,588,3,43.900000000000006,1,2,2,122,5,At-Risk/Occasional
52,1054,70,4,43.9,3,3,2,332,8,At-Risk/Occasional
2389,3458,139,5,43.9,3,4,2,342,9,Loyal Customers
2683,3755,93,3,43.9,3,2,2,322,7,At-Risk/Occasional
1145,2177,454,3,43.85,1,2,2,122,5,At-Risk/Occasional
3307,4397,186,4,43.84,2,3,2,232,7,At-Risk/Occasional
1925,2981,27,4,43.800000000000004,4,3,1,431,8,Active Customers
2254,3318,162,2,43.8,2,1,1,211,4,At-Risk/Occasional
3190,4278,545,2,43.8,1,1,1,111,3,New Customers
3251,4339,405,3,43.76,1,2,1,121,4,At-Risk/Occasional
3241,4329,433,3,43.75,1,2,1,121,4,At-Risk/Occasional
576,1590,137,3,43.7,3,2,1,321,6,At-Risk/Occasional
1592,2642,273,3,43.6,2,2,1,221,5,At-Risk/Occasional
2155,3217,285,3,43.6,1,2,1,121,4,At-Risk/Occasional
1569,2619,371,3,43.56,1,2,1,121,4,At-Risk/Occasional
2276,3341,15,2,43.519999999999996,4,1,1,411,6,Active Customers
177,1184,197,2,43.5,2,1,1,211,4,At-Risk/Occasional
3717,4818,285,3,43.5,1,2,1,121,4,At-Risk/Occasional
2695,3767,207,4,43.5,2,3,1,231,6,At-Risk/Occasional
1906,2962,248,4,43.45,2,3,1,231,6,At-Risk/Occasional
1558,2608,102,4,43.400000000000006,3,3,1,331,7,At-Risk/Occasional
129,1135,173,3,43.370000000000005,2,2,1,221,5,At-Risk/Occasional
1497,2545,42,6,43.35,4,4,1,441,9,Loyal Customers
927,1950,49,5,43.35,4,4,1,441,9,Loyal Customers
2267,3331,158,2,43.24,2,1,1,211,4,At-Risk/Occasional
855,1877,456,4,43.22,1,3,1,131,5,At-Risk/Occasional
2109,3169,181,2,43.2,2,1,1,211,4,At-Risk/Occasional
3570,4668,332,3,43.2,1,2,1,121,4,At-Risk/Occasional
1490,2538,156,3,43.2,2,2,1,221,5,At-Risk/Occasional
2988,4070,156,3,43.1,2,2,1,221,5,At-Risk/Occasional
372,1382,92,3,43.0,3,2,1,321,6,At-Risk/Occasional
709,1730,5,4,43.0,4,3,1,431,8,Active Customers
3202,4290,482,3,42.85,1,2,1,121,4,At-Risk/Occasional
1241,2278,142,3,42.84,2,2,1,221,5,At-Risk/Occasional
2082,3142,485,5,42.8,1,4,1,141,6,Loyal Customers
1539,2588,2,2,42.8,4,1,1,411,6,Active Customers
24,1025,133,3,42.62,3,2,1,321,6,At-Risk/Occasional
3794,4895,114,4,42.6,3,3,1,331,7,At-Risk/Occasional
3875,4978,711,1,42.6,1,1,1,111,3,New Customers
3212,4300,270,3,42.6,2,2,1,221,5,At-Risk/Occasional
2965,4046,366,4,42.42,1,3,1,131,5,At-Risk/Occasional
3549,4647,316,2,42.400000000000006,1,1,1,111,3,New Customers
2899,3977,258,2,42.4,2,1,1,211,4,At-Risk/Occasional
2005,3061,25,4,42.35,4,3,1,431,8,Active Customers
2461,3532,218,3,42.300000000000004,2,2,1,221,5,At-Risk/Occasional
783,1805,204,3,42.300000000000004,2,2,1,221,5,At-Risk/Occasional
1577,2627,60,3,42.2,3,2,1,321,6,At-Risk/Occasional
913,1936,137,2,42.2,3,1,1,311,5,At-Risk/Occasional
965,1990,151,3,42.2,2,2,1,221,5,At-Risk/Occasional
2188,3250,262,2,42.1,2,1,1,211,4,At-Risk/Occasional
3407,4502,38,4,42.04,4,3,1,431,8,Active Customers
3389,4484,33,3,41.92,4,2,1,421,7,Active Customers
3749,4850,168,2,41.9,2,1,1,211,4,At-Risk/Occasional
954,1977,352,1,41.9,1,1,1,111,3,New Customers
620,1635,35,3,41.86,4,2,1,421,7,Active Customers
3316,4407,314,3,41.849999999999994,1,2,1,121,4,At-Risk/Occasional
2294,3359,523,2,41.82,1,1,1,111,3,New Customers
2941,4021,425,3,41.800000000000004,1,2,1,121,4,At-Risk/Occasional
1623,2674,483,3,41.7,1,2,1,121,4,At-Risk/Occasional
2921,4001,192,3,41.7,2,2,1,221,5,At-Risk/Occasional
651,1667,352,1,41.6,1,1,1,111,3,New Customers
1286,2324,134,3,41.6,3,2,1,321,6,At-Risk/Occasional
1987,3043,359,1,41.4,1,1,1,111,3,New Customers
3868,4971,227,3,41.4,2,2,1,221,5,At-Risk/Occasional
1832,2886,383,2,41.4,1,1,1,111,3,New Customers
754,1775,80,1,41.39999999999999,3,1,1,311,5,At-Risk/Occasional
1544,2593,443,3,41.32,1,2,1,121,4,At-Risk/Occasional
1670,2721,142,2,41.300000000000004,2,1,1,211,4,At-Risk/Occasional
3194,4282,190,2,41.2,2,1,1,211,4,At-Risk/Occasional
1002,2027,447,2,41.199999999999996,1,1,1,111,3,New Customers
1441,2486,35,2,41.150000000000006,4,1,1,411,6,Active Customers
1147,2179,258,1,41.15,2,1,1,211,4,At-Risk/Occasional
707,1728,137,3,41.1,3,2,1,321,6,At-Risk/Occasional
2059,3118,1,3,41.0,4,2,1,421,7,Active Customers
373,1383,310,3,41.0,1,2,1,121,4,At-Risk/Occasional
557,1570,285,2,41.0,1,1,1,111,3,New Customers
1983,3039,32,4,40.95,4,3,1,431,8,Active Customers
1136,2168,35,3,40.95,4,2,1,421,7,Active Customers
519,1530,445,2,40.900000000000006,1,1,1,111,3,New Customers
818,1840,367,2,40.9,1,1,1,111,3,New Customers
313,1323,57,3,40.9,3,2,1,321,6,At-Risk/Occasional
3001,4083,502,1,40.9,1,1,1,111,3,New Customers
717,1738,455,4,40.85,1,3,1,131,5,At-Risk/Occasional
272,1282,42,5,40.7,4,4,1,441,9,Loyal Customers
227,1236,233,2,40.6,2,1,1,211,4,At-Risk/Occasional
1172,2206,74,3,40.5,3,2,1,321,6,At-Risk/Occasional
500,1511,283,2,40.42,1,1,1,111,3,New Customers
1124,2155,414,4,40.400000000000006,1,3,1,131,5,At-Risk/Occasional
2493,3564,179,3,40.3,2,2,1,221,5,At-Risk/Occasional
1894,2949,577,2,40.260000000000005,1,1,1,111,3,New Customers
100,1104,64,4,40.25,3,3,1,331,7,At-Risk/Occasional
2395,3464,548,2,40.2,1,1,1,111,3,New Customers
2018,3075,76,3,40.2,3,2,1,321,6,At-Risk/Occasional
3310,4401,447,4,40.2,1,3,1,131,5,At-Risk/Occasional
2017,3074,261,2,40.14,2,1,1,211,4,At-Risk/Occasional
1141,2173,141,2,40.1,3,1,1,311,5,At-Risk/Occasional
1434,2479,351,5,40.05,1,4,1,141,6,Loyal Customers
1858,2913,179,2,40.03,2,1,1,211,4,At-Risk/Occasional
1960,3016,29,3,40.0,4,2,1,421,7,Active Customers
2443,3514,382,2,40.0,1,1,1,111,3,New Customers
3230,4318,489,3,39.95,1,2,1,121,4,At-Risk/Occasional
2227,3291,150,2,39.9,2,1,1,211,4,At-Risk/Occasional
3112,4196,53,5,39.9,4,4,1,441,9,Loyal Customers
1227,2263,181,1,39.9,2,1,1,211,4,At-Risk/Occasional
3852,4955,385,3,39.800000000000004,1,2,1,121,4,At-Risk/Occasional
254,1263,437,2,39.8,1,1,1,111,3,New Customers
1653,2704,42,2,39.8,4,1,1,411,6,Active Customers
634,1650,551,2,39.8,1,1,1,111,3,New Customers
3223,4311,389,2,39.8,1,1,1,111,3,New Customers
3165,4250,431,2,39.76,1,1,1,111,3,New Customers
961,1985,34,3,39.75,4,2,1,421,7,Active Customers
3659,4758,389,4,39.7,1,3,1,131,5,At-Risk/Occasional
3084,4168,392,2,39.7,1,1,1,111,3,New Customers
95,1099,139,3,39.7,3,2,1,321,6,At-Risk/Occasional
3336,4428,129,3,39.7,3,2,1,321,6,At-Risk/Occasional
655,1672,84,3,39.6,3,2,1,321,6,At-Risk/Occasional
1073,2101,10,4,39.6,4,3,1,431,8,Active Customers
896,1919,134,2,39.6,3,1,1,311,5,At-Risk/Occasional
3787,4888,320,2,39.550000000000004,1,1,1,111,3,New Customers
3199,4287,146,2,39.5,2,1,1,211,4,At-Risk/Occasional
3629,4727,39,4,39.5,4,3,1,431,8,Active Customers
2171,3233,430,1,39.5,1,1,1,111,3,New Customers
2940,4020,263,2,39.400000000000006,2,1,1,211,4,At-Risk/Occasional
1523,2572,217,1,39.4,2,1,1,211,4,At-Risk/Occasional
1264,2301,6,4,39.35,4,3,1,431,8,Active Customers
2462,3533,495,1,39.300000000000004,1,1,1,111,3,New Customers
2781,3854,286,3,39.22,1,2,1,121,4,At-Risk/Occasional
1156,2190,80,2,39.1,3,1,1,311,5,At-Risk/Occasional
437,1448,286,2,39.1,1,1,1,111,3,New Customers
699,1720,25,2,39.04,4,1,1,411,6,Active Customers
235,1244,400,3,39.02,1,2,1,121,4,At-Risk/Occasional
919,1942,441,2,39.0,1,1,1,111,3,New Customers
1576,2626,508,2,39.0,1,1,1,111,3,New Customers
2034,3092,6,3,39.0,4,2,1,421,7,Active Customers
641,1657,597,3,38.9,1,2,1,121,4,At-Risk/Occasional
56,1058,50,4,38.9,4,3,1,431,8,Active Customers
3626,4724,118,2,38.9,3,1,1,311,5,At-Risk/Occasional
2640,3712,10,3,38.82,4,2,1,421,7,Active Customers
3083,4167,115,3,38.75,3,2,1,321,6,At-Risk/Occasional
408,1418,393,3,38.7,1,2,1,121,4,At-Risk/Occasional
650,1666,259,2,38.7,2,1,1,211,4,At-Risk/Occasional
832,1854,157,3,38.7,2,2,1,221,5,At-Risk/Occasional
836,1858,249,2,38.7,2,1,1,211,4,At-Risk/Occasional
2934,4014,45,4,38.66,4,3,1,431,8,Active Customers
1911,2967,327,3,38.65,1,2,1,121,4,At-Risk/Occasional
562,1575,360,5,38.620000000000005,1,4,1,141,6,Loyal Customers
1095,2123,572,1,38.6,1,1,1,111,3,New Customers
904,1927,229,2,38.599999999999994,2,1,1,211,4,At-Risk/Occasional
2090,3150,506,3,38.59,1,2,1,121,4,At-Risk/Occasional
1276,2313,315,2,38.54,1,1,1,111,3,New Customers
2811,3888,17,2,38.42,4,1,1,411,6,Active Customers
1246,2283,346,2,38.42,1,1,1,111,3,New Customers
3454,4551,155,2,38.400000000000006,2,1,1,211,4,At-Risk/Occasional
787,1809,429,2,38.4,1,1,1,111,3,New Customers
1561,2611,366,3,38.35,1,2,1,121,4,At-Risk/Occasional
2373,3441,262,2,38.300000000000004,2,1,1,211,4,At-Risk/Occasional
1416,2461,87,2,38.3,3,1,1,311,5,At-Risk/Occasional
571,1585,357,4,38.3,1,3,1,131,5,At-Risk/Occasional
1616,2667,197,2,38.29,2,1,1,211,4,At-Risk/Occasional
806,1828,281,3,38.25,1,2,1,121,4,At-Risk/Occasional
2214,3278,396,2,38.2,1,1,1,111,3,New Customers
2287,3352,52,3,38.2,4,2,1,421,7,Active Customers
3579,4677,76,3,38.2,3,2,1,321,6,At-Risk/Occasional
1068,2095,92,2,38.2,3,1,1,311,5,At-Risk/Occasional
3364,4458,649,2,38.2,1,1,1,111,3,New Customers
174,1181,44,3,38.2,4,2,1,421,7,Active Customers
1740,2791,404,1,38.1,1,1,1,111,3,New Customers
1838,2892,405,2,38.0,1,1,1,111,3,New Customers
3603,4701,244,1,37.95,2,1,1,211,4,At-Risk/Occasional
682,1701,227,1,37.900000000000006,2,1,1,211,4,At-Risk/Occasional
2083,3143,220,2,37.9,2,1,1,211,4,At-Risk/Occasional
2490,3561,367,4,37.9,1,3,1,131,5,At-Risk/Occasional
1431,2476,26,5,37.85,4,4,1,441,9,Loyal Customers
2981,4063,48,2,37.800000000000004,4,1,1,411,6,Active Customers
675,1694,455,2,37.8,1,1,1,111,3,New Customers
1498,2546,237,2,37.8,2,1,1,211,4,At-Risk/Occasional
1154,2187,136,3,37.75,3,2,1,321,6,At-Risk/Occasional
2852,3929,54,4,37.74,4,3,1,431,8,Active Customers
1686,2737,369,2,37.73,1,1,1,111,3,New Customers
3542,4640,96,3,37.69,3,2,1,321,6,At-Risk/Occasional
3092,4176,239,3,37.66,2,2,1,221,5,At-Risk/Occasional
1896,2951,8,3,37.65,4,2,1,421,7,Active Customers
528,1539,94,2,37.6,3,1,1,311,5,At-Risk/Occasional
1727,2778,549,4,37.59,1,3,1,131,5,At-Risk/Occasional
366,1376,183,3,37.58,2,2,1,221,5,At-Risk/Occasional
1719,2770,168,2,37.5,2,1,1,211,4,At-Risk/Occasional
3439,4534,441,2,37.5,1,1,1,111,3,New Customers
2271,3335,481,1,37.5,1,1,1,111,3,New Customers
3090,4174,438,2,37.5,1,1,1,111,3,New Customers
3709,4810,137,2,37.4,3,1,1,311,5,At-Risk/Occasional
2241,3305,189,3,37.34,2,2,1,221,5,At-Risk/Occasional
3598,4696,134,3,37.2,3,2,1,321,6,At-Risk/Occasional
1688,2739,102,2,37.2,3,1,1,311,5,At-Risk/Occasional
542,1555,278,1,37.199999999999996,2,1,1,211,4,At-Risk/Occasional
1304,2343,214,4,37.1,2,3,1,231,6,At-Risk/Occasional
2970,4051,336,2,37.1,1,1,1,111,3,New Customers
3229,4317,643,2,37.1,1,1,1,111,3,New Customers
399,1409,155,3,37.06,2,2,1,221,5,At-Risk/Occasional
2482,3553,212,3,37.05,2,2,1,221,5,At-Risk/Occasional
2997,4079,101,3,37.0,3,2,1,321,6,At-Risk/Occasional
3831,4934,60,4,37.0,3,3,1,331,7,At-Risk/Occasional
612,1627,263,3,37.0,2,2,1,221,5,At-Risk/Occasional
2507,3578,228,2,36.96,2,1,1,211,4,At-Risk/Occasional
3055,4139,34,2,36.9,4,1,1,411,6,Active Customers
1584,2634,252,1,36.9,2,1,1,211,4,At-Risk/Occasional
560,1573,343,3,36.9,1,2,1,121,4,At-Risk/Occasional
1804,2858,493,1,36.8,1,1,1,111,3,New Customers
364,1374,147,4,36.8,2,3,1,231,6,At-Risk/Occasional
532,1545,74,3,36.8,3,2,1,321,6,At-Risk/Occasional
3664,4763,63,3,36.8,3,2,1,321,6,At-Risk/Occasional
3729,4830,372,4,36.7,1,3,1,131,5,At-Risk/Occasional
1663,2714,290,1,36.7,1,1,1,111,3,New Customers
3565,4663,621,3,36.65,1,2,1,121,4,At-Risk/Occasional
918,1941,105,2,36.6,3,1,1,311,5,At-Risk/Occasional
1737,2788,118,4,36.6,3,3,1,331,7,At-Risk/Occasional
3516,4614,67,5,36.6,3,4,1,341,8,Loyal Customers
3781,4882,60,2,36.6,3,1,1,311,5,At-Risk/Occasional
891,1914,209,3,36.55,2,2,1,221,5,At-Risk/Occasional
1041,2067,140,4,36.54,3,3,1,331,7,At-Risk/Occasional
808,1830,348,2,36.5,1,1,1,111,3,New Customers
166,1173,69,4,36.5,3,3,1,331,7,At-Risk/Occasional
2681,3753,367,2,36.5,1,1,1,111,3,New Customers
3278,4368,79,4,36.4,3,3,1,331,7,At-Risk/Occasional
1034,2060,157,2,36.4,2,1,1,211,4,At-Risk/Occasional
379,1389,315,3,36.3,1,2,1,121,4,At-Risk/Occasional
1841,2895,138,1,36.3,3,1,1,311,5,At-Risk/Occasional
2028,3085,172,2,36.2,2,1,1,211,4,At-Risk/Occasional
2557,3628,516,1,36.160000000000004,1,1,1,111,3,New Customers
3762,4863,0,2,36.1,4,1,1,411,6,Active Customers
2156,3218,567,2,36.1,1,1,1,111,3,New Customers
1622,2673,20,4,36.1,4,3,1,431,8,Active Customers
3857,4960,133,4,36.0,3,3,1,331,7,At-Risk/Occasional
2588,3659,192,4,35.96,2,3,1,231,6,At-Risk/Occasional
2335,3403,623,3,35.92,1,2,1,121,4,At-Risk/Occasional
1834,2888,10,4,35.900000000000006,4,3,1,431,8,Active Customers
2408,3477,531,1,35.9,1,1,1,111,3,New Customers
497,1508,45,4,35.9,4,3,1,431,8,Active Customers
852,1874,154,4,35.9,2,3,1,231,6,At-Risk/Occasional
1071,2098,436,2,35.800000000000004,1,1,1,111,3,New Customers
2728,3800,325,3,35.800000000000004,1,2,1,121,4,At-Risk/Occasional
3124,4209,519,2,35.8,1,1,1,111,3,New Customers
592,1607,444,2,35.76,1,1,1,111,3,New Customers
40,1042,75,3,35.75,3,2,1,321,6,At-Risk/Occasional
2896,3974,194,3,35.7,2,2,1,221,5,At-Risk/Occasional
1489,2537,77,3,35.6,3,2,1,321,6,At-Risk/Occasional
1939,2995,315,2,35.589999999999996,1,1,1,111,3,New Customers
3537,4635,75,4,35.5,3,3,1,331,7,At-Risk/Occasional
1243,2280,353,2,35.5,1,1,1,111,3,New Customers
582,1596,169,4,35.45,2,3,1,231,6,At-Risk/Occasional
2877,3955,37,2,35.4,4,1,1,411,6,Active Customers
354,1364,152,4,35.4,2,3,1,231,6,At-Risk/Occasional
1536,2585,291,4,35.4,1,3,1,131,5,At-Risk/Occasional
3005,4087,126,2,35.3,3,1,1,311,5,At-Risk/Occasional
1021,2046,131,2,35.25,3,1,1,311,5,At-Risk/Occasional
148,1154,227,3,35.2,2,2,1,221,5,At-Risk/Occasional
2666,3738,0,4,35.2,4,3,1,431,8,Active Customers
2001,3057,532,2,35.1,1,1,1,111,3,New Customers
602,1617,275,4,35.1,2,3,1,231,6,At-Risk/Occasional
452,1463,6,3,35.1,4,2,1,421,7,Active Customers
3756,4857,155,2,35.1,2,1,1,211,4,At-Risk/Occasional
2720,3792,518,1,35.1,1,1,1,111,3,New Customers
2567,3638,207,2,35.0,2,1,1,211,4,At-Risk/Occasional
550,1563,612,2,35.0,1,1,1,111,3,New Customers
1337,2377,258,2,35.0,2,1,1,211,4,At-Risk/Occasional
476,1487,423,2,34.900000000000006,1,1,1,111,3,New Customers
1378,2423,517,2,34.8,1,1,1,111,3,New Customers
442,1453,404,2,34.8,1,1,1,111,3,New Customers
101,1105,222,2,34.8,2,1,1,211,4,At-Risk/Occasional
194,1201,401,2,34.8,1,1,1,111,3,New Customers
1473,2520,24,3,34.77,4,2,1,421,7,Active Customers
2824,3901,395,2,34.7,1,1,1,111,3,New Customers
3264,4354,348,2,34.7,1,1,1,111,3,New Customers
893,1916,44,3,34.65,4,2,1,421,7,Active Customers
139,1145,84,3,34.6,3,2,1,321,6,At-Risk/Occasional
143,1149,18,2,34.6,4,1,1,411,6,Active Customers
112,1117,220,1,34.6,2,1,1,211,4,At-Risk/Occasional
558,1571,220,2,34.5,2,1,1,211,4,At-Risk/Occasional
1067,2094,602,3,34.44,1,2,1,121,4,At-Risk/Occasional
189,1196,33,3,34.42,4,2,1,421,7,Active Customers
689,1709,252,2,34.4,2,1,1,211,4,At-Risk/Occasional
3760,4861,108,3,34.4,3,2,1,321,6,At-Risk/Occasional
857,1879,417,4,34.4,1,3,1,131,5,At-Risk/Occasional
2392,3461,187,2,34.300000000000004,2,1,1,211,4,At-Risk/Occasional
1217,2253,162,3,34.3,2,2,1,221,5,At-Risk/Occasional
2349,3417,15,2,34.3,4,1,1,411,6,Active Customers
3871,4974,420,2,34.24,1,1,1,111,3,New Customers
2075,3135,157,3,34.22,2,2,1,221,5,At-Risk/Occasional
629,1645,451,2,34.2,1,1,1,111,3,New Customers
3584,4682,227,3,34.2,2,2,1,221,5,At-Risk/Occasional
1871,2926,52,3,34.15,4,2,1,421,7,Active Customers
2797,3871,152,3,34.1,2,2,1,221,5,At-Risk/Occasional
3840,4943,155,3,34.1,2,2,1,221,5,At-Risk/Occasional
2255,3319,43,2,34.0,4,1,1,411,6,Active Customers
750,1771,282,3,34.0,1,2,1,121,4,At-Risk/Occasional
3483,4581,271,2,34.0,2,1,1,211,4,At-Risk/Occasional
1384,2429,184,1,33.96,2,1,1,211,4,At-Risk/Occasional
2648,3720,216,3,33.900000000000006,2,2,1,221,5,At-Risk/Occasional
2137,3199,6,1,33.900000000000006,4,1,1,411,6,Active Customers
358,1368,168,1,33.9,2,1,1,211,4,At-Risk/Occasional
2653,3725,466,2,33.9,1,1,1,111,3,New Customers
2837,3914,356,3,33.82,1,2,1,121,4,At-Risk/Occasional
2253,3317,184,3,33.71,2,2,1,221,5,At-Risk/Occasional
1280,2318,348,2,33.7,1,1,1,111,3,New Customers
2406,3475,16,4,33.7,4,3,1,431,8,Active Customers
2952,4033,207,3,33.7,2,2,1,221,5,At-Risk/Occasional
1626,2677,7,2,33.6,4,1,1,411,6,Active Customers
1914,2970,0,2,33.6,4,1,1,411,6,Active Customers
2268,3332,333,2,33.55,1,1,1,111,3,New Customers
2800,3876,88,3,33.5,3,2,1,321,6,At-Risk/Occasional
2624,3695,174,4,33.400000000000006,2,3,1,231,6,At-Risk/Occasional
2000,3056,137,2,33.4,3,1,1,311,5,At-Risk/Occasional
1611,2662,390,3,33.4,1,2,1,121,4,At-Risk/Occasional
1674,2725,702,2,33.4,1,1,1,111,3,New Customers
1555,2605,487,2,33.35,1,1,1,111,3,New Customers
1238,2275,150,2,33.32,2,1,1,211,4,At-Risk/Occasional
1308,2347,337,2,33.3,1,1,1,111,3,New Customers
1086,2114,54,3,33.3,4,2,1,421,7,Active Customers
1222,2258,437,3,33.3,1,2,1,121,4,At-Risk/Occasional
1005,2030,117,3,33.22,3,2,1,321,6,At-Risk/Occasional
2071,3131,392,2,33.2,1,1,1,111,3,New Customers
3804,4905,35,1,33.2,4,1,1,411,6,Active Customers
2180,3242,221,3,33.1,2,2,1,221,5,At-Risk/Occasional
3309,4400,19,3,33.019999999999996,4,2,1,421,7,Active Customers
1165,2199,576,2,33.0,1,1,1,111,3,New Customers
3895,4998,77,1,33.0,3,1,1,311,5,At-Risk/Occasional
2149,3211,91,2,33.0,3,1,1,311,5,At-Risk/Occasional
117,1122,9,3,33.0,4,2,1,421,7,Active Customers
223,1232,182,3,33.0,2,2,1,221,5,At-Risk/Occasional
3710,4811,58,3,32.9,3,2,1,321,6,At-Risk/Occasional
3572,4670,80,3,32.9,3,2,1,321,6,At-Risk/Occasional
839,1861,140,2,32.9,3,1,1,311,5,At-Risk/Occasional
2450,3521,166,4,32.9,2,3,1,231,6,At-Risk/Occasional
2302,3367,671,1,32.800000000000004,1,1,1,111,3,New Customers
3423,4518,163,2,32.8,2,1,1,211,4,At-Risk/Occasional
3239,4327,248,2,32.76,2,1,1,211,4,At-Risk/Occasional
1062,2088,324,2,32.7,1,1,1,111,3,New Customers
2886,3964,659,2,32.7,1,1,1,111,3,New Customers
448,1459,165,1,32.660000000000004,2,1,1,211,4,At-Risk/Occasional
618,1633,143,2,32.620000000000005,2,1,1,211,4,At-Risk/Occasional
579,1593,144,3,32.6,2,2,1,221,5,At-Risk/Occasional
1343,2384,362,2,32.6,1,1,1,111,3,New Customers
210,1219,454,2,32.6,1,1,1,111,3,New Customers
2675,3747,309,2,32.6,1,1,1,111,3,New Customers
307,1317,522,3,32.54,1,2,1,121,4,At-Risk/Occasional
1031,2057,47,2,32.54,4,1,1,411,6,Active Customers
2748,3820,522,2,32.5,1,1,1,111,3,New Customers
3472,4570,130,2,32.5,3,1,1,311,5,At-Risk/Occasional
1864,2919,183,2,32.5,2,1,1,211,4,At-Risk/Occasional
988,2013,122,3,32.45,3,2,1,321,6,At-Risk/Occasional
2966,4047,299,2,32.44,1,1,1,111,3,New Customers
2808,3885,76,2,32.400000000000006,3,1,1,311,5,At-Risk/Occasional
3438,4533,223,3,32.400000000000006,2,2,1,221,5,At-Risk/Occasional
1802,2856,131,2,32.4,3,1,1,311,5,At-Risk/Occasional
706,1727,165,2,32.4,2,1,1,211,4,At-Risk/Occasional
2831,3908,173,2,32.3,2,1,1,211,4,At-Risk/Occasional
2570,3641,3,3,32.3,4,2,1,421,7,Active Customers
1011,2036,490,3,32.3,1,2,1,121,4,At-Risk/Occasional
2357,3425,380,3,32.3,1,2,1,121,4,At-Risk/Occasional
1027,2053,100,3,32.2,3,2,1,321,6,At-Risk/Occasional
55,1057,570,3,32.15,1,2,1,121,4,At-Risk/Occasional
1600,2651,475,2,32.12,1,1,1,111,3,New Customers
563,1577,289,1,32.1,1,1,1,111,3,New Customers
2380,3449,31,3,32.0,4,2,1,421,7,Active Customers
981,2006,22,2,32.0,4,1,1,411,6,Active Customers
1791,2845,90,2,31.900000000000002,3,1,1,311,5,At-Risk/Occasional
398,1408,160,3,31.900000000000002,2,2,1,221,5,At-Risk/Occasional
1553,2603,550,1,31.86,1,1,1,111,3,New Customers
3061,4145,263,3,31.84,2,2,1,221,5,At-Risk/Occasional
2913,3992,410,2,31.75,1,1,1,111,3,New Customers
82,1085,137,3,31.740000000000002,3,2,1,321,6,At-Risk/Occasional
3477,4575,20,4,31.740000000000002,4,3,1,431,8,Active Customers
1910,2966,399,2,31.7,1,1,1,111,3,New Customers
2494,3565,624,1,31.54,1,1,1,111,3,New Customers
2092,3152,36,1,31.500000000000004,4,1,1,411,6,Active Customers
2262,3326,244,2,31.5,2,1,1,211,4,At-Risk/Occasional
2999,4081,71,3,31.439999999999998,3,2,1,321,6,At-Risk/Occasional
2868,3945,87,3,31.400000000000002,3,2,1,321,6,At-Risk/Occasional
1963,3019,11,2,31.4,4,1,1,411,6,Active Customers
3811,4913,151,3,31.4,2,2,1,221,5,At-Risk/Occasional
2638,3710,130,3,31.3,3,2,1,321,6,At-Risk/Occasional
3576,4674,578,3,31.200000000000003,1,2,1,121,4,At-Risk/Occasional
2719,3791,280,2,31.2,2,1,1,211,4,At-Risk/Occasional
2813,3890,65,4,31.1,3,3,1,331,7,At-Risk/Occasional
3833,4936,290,2,31.1,1,1,1,111,3,New Customers
158,1164,275,2,31.1,2,1,1,211,4,At-Risk/Occasional
419,1429,326,2,31.1,1,1,1,111,3,New Customers
1833,2887,347,2,31.1,1,1,1,111,3,New Customers
2733,3805,468,3,31.099999999999998,1,2,1,121,4,At-Risk/Occasional
1111,2141,297,4,31.0,1,3,1,131,5,At-Risk/Occasional
2112,3172,304,3,31.0,1,2,1,121,4,At-Risk/Occasional
1142,2174,468,3,30.8,1,2,1,121,4,At-Risk/Occasional
2013,3069,265,2,30.8,2,1,1,211,4,At-Risk/Occasional
2087,3147,6,2,30.75,4,1,1,411,6,Active Customers
1406,2451,458,3,30.65,1,2,1,121,4,At-Risk/Occasional
116,1121,655,1,30.62,1,1,1,111,3,New Customers
1180,2214,345,1,30.6,1,1,1,111,3,New Customers
