,Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
2479,3550,377,3,30.6,1,2,1,121,4,At-Risk/Occasional
2127,3188,24,3,30.59,4,2,1,421,7,Active Customers
182,1189,544,2,30.55,1,1,1,111,3,New Customers
3527,4625,267,2,30.5,2,1,1,211,4,At-Risk/Occasional
3386,4481,467,2,30.5,1,1,1,111,3,New Customers
1581,2631,94,3,30.5,3,2,1,321,6,At-Risk/Occasional
2134,3196,56,2,30.44,4,1,1,411,6,Active Customers
1948,3004,323,2,30.35,1,1,1,111,3,New Customers
1291,2329,168,2,30.3,2,1,1,211,4,At-Risk/Occasional
3244,4332,36,2,30.25,4,1,1,411,6,Active Customers
1296,2335,160,2,30.2,2,1,1,211,4,At-Risk/Occasional
2779,3852,273,3,30.1,2,2,1,221,5,At-Risk/Occasional
897,1920,317,2,30.0,1,1,1,111,3,New Customers
436,1447,573,1,30.0,1,1,1,111,3,New Customers
646,1662,201,2,30.0,2,1,1,211,4,At-Risk/Occasional
2016,3073,347,2,30.0,1,1,1,111,3,New Customers
3701,4802,507,1,30.0,1,1,1,111,3,New Customers
649,1665,31,3,30.0,4,2,1,421,7,Active Customers
1423,2468,292,2,29.8,1,1,1,111,3,New Customers
1223,2259,562,3,29.75,1,2,1,121,4,At-Risk/Occasional
3806,4907,253,2,29.700000000000003,2,1,1,211,4,At-Risk/Occasional
459,1470,567,1,29.7,1,1,1,111,3,New Customers
1899,2954,208,3,29.5,2,2,1,221,5,At-Risk/Occasional
1528,2577,66,4,29.450000000000003,3,3,1,331,7,At-Risk/Occasional
2249,3313,266,3,29.4,2,2,1,221,5,At-Risk/Occasional
1682,2733,161,3,29.3,2,2,1,221,5,At-Risk/Occasional
3880,4983,382,3,29.22,1,2,1,121,4,At-Risk/Occasional
584,1598,303,3,29.200000000000003,1,2,1,121,4,At-Risk/Occasional
3824,4927,72,2,29.200000000000003,3,1,1,311,5,At-Risk/Occasional
665,1683,132,2,29.2,3,1,1,311,5,At-Risk/Occasional
1746,2798,130,4,29.2,3,3,1,331,7,At-Risk/Occasional
3700,4801,148,2,29.199999999999996,2,1,1,211,4,At-Risk/Occasional
1683,2734,275,1,29.14,2,1,1,211,4,At-Risk/Occasional
2753,3825,702,1,29.14,1,1,1,111,3,New Customers
3384,4479,323,4,29.1,1,3,1,131,5,At-Risk/Occasional
160,1166,575,2,29.1,1,1,1,111,3,New Customers
3892,4995,576,2,29.0,1,1,1,111,3,New Customers
1808,2862,144,3,28.98,2,2,1,221,5,At-Risk/Occasional
2565,3636,230,3,28.900000000000002,2,2,1,221,5,At-Risk/Occasional
2471,3542,172,2,28.9,2,1,1,211,4,At-Risk/Occasional
262,1272,521,1,28.8,1,1,1,111,3,New Customers
1962,3018,186,3,28.8,2,2,1,221,5,At-Risk/Occasional
3631,4729,266,3,28.740000000000002,2,2,1,221,5,At-Risk/Occasional
1827,2881,577,2,28.65,1,1,1,111,3,New Customers
819,1841,234,2,28.6,2,1,1,211,4,At-Risk/Occasional
2117,3177,438,2,28.6,1,1,1,111,3,New Customers
3541,4639,403,1,28.6,1,1,1,111,3,New Customers
1271,2308,476,2,28.6,1,1,1,111,3,New Customers
3876,4979,250,3,28.6,2,2,1,221,5,At-Risk/Occasional
3052,4136,141,3,28.599999999999998,2,2,1,221,5,At-Risk/Occasional
3893,4996,36,3,28.5,4,2,1,421,7,Active Customers
3455,4552,74,3,28.5,3,2,1,321,6,At-Risk/Occasional
2424,3494,179,3,28.450000000000003,2,2,1,221,5,At-Risk/Occasional
3616,4714,122,2,28.400000000000002,3,1,1,311,5,At-Risk/Occasional
185,1192,355,2,28.400000000000002,1,1,1,111,3,New Customers
3513,4611,125,2,28.3,3,1,1,311,5,At-Risk/Occasional
1991,3047,114,2,28.3,3,1,1,311,5,At-Risk/Occasional
1920,2976,211,2,28.21,2,1,1,211,4,At-Risk/Occasional
1493,2541,474,3,28.200000000000003,1,2,1,121,4,At-Risk/Occasional
2650,3722,516,3,28.2,1,2,1,121,4,At-Risk/Occasional
1186,2220,148,2,28.2,2,1,1,211,4,At-Risk/Occasional
2379,3448,460,1,28.2,1,1,1,111,3,New Customers
2796,3870,284,2,28.2,1,1,1,111,3,New Customers
2301,3366,376,2,28.1,1,1,1,111,3,New Customers
3497,4595,145,2,28.1,2,1,1,211,4,At-Risk/Occasional
2324,3391,9,1,28.0,4,1,1,411,6,Active Customers
1723,2774,63,3,27.96,3,2,1,321,6,At-Risk/Occasional
2336,3404,23,2,27.94,4,1,1,411,6,Active Customers
2182,3244,40,3,27.900000000000002,4,2,1,421,7,Active Customers
1956,3012,101,3,27.900000000000002,3,2,1,321,6,At-Risk/Occasional
2498,3569,419,3,27.8,1,2,1,121,4,At-Risk/Occasional
3157,4242,21,3,27.76,4,2,1,421,7,Active Customers
2635,3707,187,2,27.75,2,1,1,211,4,At-Risk/Occasional
1876,2931,543,1,27.700000000000003,1,1,1,111,3,New Customers
1191,2227,193,2,27.700000000000003,2,1,1,211,4,At-Risk/Occasional
520,1531,345,2,27.7,1,1,1,111,3,New Customers
3845,4948,586,2,27.6,1,1,1,111,3,New Customers
2320,3386,330,4,27.400000000000002,1,3,1,131,5,At-Risk/Occasional
624,1640,662,2,27.4,1,1,1,111,3,New Customers
3728,4829,57,1,27.4,3,1,1,311,5,At-Risk/Occasional
3318,4409,349,2,27.34,1,1,1,111,3,New Customers
1952,3008,539,2,27.3,1,1,1,111,3,New Customers
1158,2192,323,2,27.3,1,1,1,111,3,New Customers
2021,3078,120,2,27.299999999999997,3,1,1,311,5,At-Risk/Occasional
2754,3826,612,1,27.240000000000002,1,1,1,111,3,New Customers
1565,2615,580,2,27.2,1,1,1,111,3,New Customers
3105,4189,110,2,27.1,3,1,1,311,5,At-Risk/Occasional
3765,4866,131,3,27.1,3,2,1,321,6,At-Risk/Occasional
3156,4241,454,2,27.1,1,1,1,111,3,New Customers
1058,2084,137,2,27.099999999999998,3,1,1,311,5,At-Risk/Occasional
2382,3451,121,4,27.0,3,3,1,331,7,At-Risk/Occasional
324,1334,206,2,27.0,2,1,1,211,4,At-Risk/Occasional
1295,2334,668,2,27.0,1,1,1,111,3,New Customers
1635,2686,375,2,27.0,1,1,1,111,3,New Customers
229,1238,304,1,27.0,1,1,1,111,3,New Customers
1432,2477,209,3,26.900000000000002,2,2,1,221,5,At-Risk/Occasional
1799,2853,408,2,26.9,1,1,1,111,3,New Customers
1607,2658,75,2,26.9,3,1,1,311,5,At-Risk/Occasional
2639,3711,175,2,26.85,2,1,1,211,4,At-Risk/Occasional
748,1769,0,2,26.8,4,1,1,411,6,Active Customers
1774,2828,697,1,26.8,1,1,1,111,3,New Customers
246,1255,460,1,26.799999999999997,1,1,1,111,3,New Customers
667,1685,134,4,26.700000000000003,3,3,1,331,7,At-Risk/Occasional
334,1344,117,2,26.5,3,1,1,311,5,At-Risk/Occasional
1428,2473,182,2,26.400000000000002,2,1,1,211,4,At-Risk/Occasional
3884,4987,357,3,26.4,1,2,1,121,4,At-Risk/Occasional
107,1112,265,1,26.36,2,1,1,211,4,At-Risk/Occasional
773,1794,104,2,26.3,3,1,1,311,5,At-Risk/Occasional
1303,2342,376,2,26.3,1,1,1,111,3,New Customers
3783,4884,699,1,26.3,1,1,1,111,3,New Customers
1356,2398,356,3,26.2,1,2,1,121,4,At-Risk/Occasional
1248,2285,14,2,26.2,4,1,1,411,6,Active Customers
3799,4900,455,2,26.1,1,1,1,111,3,New Customers
2206,3269,84,2,26.1,3,1,1,311,5,At-Risk/Occasional
193,1200,95,3,26.05,3,2,1,321,6,At-Risk/Occasional
3422,4517,430,1,26.0,1,1,1,111,3,New Customers
2169,3231,274,2,26.0,2,1,1,211,4,At-Risk/Occasional
3882,4985,4,4,25.97,4,3,1,431,8,Active Customers
572,1586,607,2,25.9,1,1,1,111,3,New Customers
949,1972,211,2,25.9,2,1,1,211,4,At-Risk/Occasional
434,1445,607,3,25.8,1,2,1,121,4,At-Risk/Occasional
2946,4027,184,2,25.8,2,1,1,211,4,At-Risk/Occasional
2716,3788,317,1,25.799999999999997,1,1,1,111,3,New Customers
595,1610,218,2,25.7,2,1,1,211,4,At-Risk/Occasional
2667,3739,146,3,25.6,2,2,1,221,5,At-Risk/Occasional
274,1284,485,2,25.6,1,1,1,111,3,New Customers
153,1159,199,3,25.450000000000003,2,2,1,221,5,At-Risk/Occasional
126,1132,99,3,25.44,3,2,1,321,6,At-Risk/Occasional
42,1044,66,2,25.400000000000002,3,1,1,311,5,At-Risk/Occasional
2224,3288,248,3,25.4,2,2,1,221,5,At-Risk/Occasional
3102,4186,66,1,25.3,3,1,1,311,5,At-Risk/Occasional
2229,3293,235,3,25.3,2,2,1,221,5,At-Risk/Occasional
854,1876,197,1,25.299999999999997,2,1,1,211,4,At-Risk/Occasional
1571,2621,459,2,25.200000000000003,1,1,1,111,3,New Customers
937,1960,355,1,25.200000000000003,1,1,1,111,3,New Customers
3227,4315,248,2,25.200000000000003,2,1,1,211,4,At-Risk/Occasional
1945,3001,6,2,25.2,4,1,1,411,6,Active Customers
2636,3708,118,3,25.2,3,2,1,321,6,At-Risk/Occasional
1725,2776,595,2,25.14,1,1,1,111,3,New Customers
328,1338,506,2,25.1,1,1,1,111,3,New Customers
3057,4141,48,1,25.1,4,1,1,411,6,Active Customers
3801,4902,258,3,25.0,2,2,1,221,5,At-Risk/Occasional
1812,2866,623,1,25.0,1,1,1,111,3,New Customers
2561,3632,451,2,25.0,1,1,1,111,3,New Customers
2971,4052,253,2,24.82,2,1,1,211,4,At-Risk/Occasional
1284,2322,683,2,24.8,1,1,1,111,3,New Customers
1701,2752,81,1,24.700000000000003,3,1,1,311,5,At-Risk/Occasional
3059,4143,663,2,24.700000000000003,1,1,1,111,3,New Customers
2763,3836,24,2,24.700000000000003,4,1,1,411,6,Active Customers
3152,4237,589,1,24.700000000000003,1,1,1,111,3,New Customers
263,1273,240,2,24.6,2,1,1,211,4,At-Risk/Occasional
1976,3032,208,2,24.55,2,1,1,211,4,At-Risk/Occasional
687,1707,204,2,24.5,2,1,1,211,4,At-Risk/Occasional
2925,4005,596,1,24.5,1,1,1,111,3,New Customers
2364,3432,270,2,24.5,2,1,1,211,4,At-Risk/Occasional
2531,3602,429,2,24.5,1,1,1,111,3,New Customers
3769,4870,547,3,24.400000000000002,1,2,1,121,4,At-Risk/Occasional
3690,4791,671,2,24.400000000000002,1,1,1,111,3,New Customers
3140,4225,236,2,24.400000000000002,2,1,1,211,4,At-Risk/Occasional
342,1352,667,1,24.4,1,1,1,111,3,New Customers
347,1357,115,3,24.3,3,2,1,321,6,At-Risk/Occasional
765,1786,323,3,24.3,1,2,1,121,4,At-Risk/Occasional
1182,2216,43,1,24.2,4,1,1,411,6,Active Customers
1767,2820,401,1,24.2,1,1,1,111,3,New Customers
3344,4436,7,1,24.1,4,1,1,411,6,Active Customers
150,1156,108,1,24.0,3,1,1,311,5,At-Risk/Occasional
2176,3238,545,2,24.0,1,1,1,111,3,New Customers
5,1005,706,2,24.0,1,1,1,111,3,New Customers
3040,4123,16,2,24.0,4,1,1,411,6,Active Customers
1025,2050,185,2,23.9,2,1,1,211,4,At-Risk/Occasional
2306,3372,673,1,23.8,1,1,1,111,3,New Customers
46,1048,73,2,23.8,3,1,1,311,5,At-Risk/Occasional
470,1481,209,2,23.8,2,1,1,211,4,At-Risk/Occasional
3523,4621,642,1,23.700000000000003,1,1,1,111,3,New Customers
3293,4383,393,2,23.7,1,1,1,111,3,New Customers
3333,4425,74,1,23.699999999999996,3,1,1,311,5,At-Risk/Occasional
359,1369,394,3,23.6,1,2,1,121,4,At-Risk/Occasional
2366,3434,203,1,23.520000000000003,2,1,1,211,4,At-Risk/Occasional
3337,4429,162,1,23.5,2,1,1,211,4,At-Risk/Occasional
161,1167,317,2,23.5,1,1,1,111,3,New Customers
1768,2822,12,2,23.48,4,1,1,411,6,Active Customers
3743,4844,310,1,23.400000000000002,1,1,1,111,3,New Customers
3440,4535,25,3,23.4,4,2,1,421,7,Active Customers
952,1975,95,2,23.3,3,1,1,311,5,At-Risk/Occasional
580,1594,341,3,23.3,1,2,1,121,4,At-Risk/Occasional
3463,4560,180,2,23.200000000000003,2,1,1,211,4,At-Risk/Occasional
3861,4964,30,2,23.15,4,1,1,411,6,Active Customers
3514,4612,244,2,23.1,2,1,1,211,4,At-Risk/Occasional
1716,2767,337,1,23.1,1,1,1,111,3,New Customers
289,1299,210,3,23.1,2,2,1,221,5,At-Risk/Occasional
2317,3383,412,3,23.1,1,2,1,121,4,At-Risk/Occasional
1454,2501,112,2,23.0,3,1,1,311,5,At-Risk/Occasional
2950,4031,73,3,23.0,3,2,1,321,6,At-Risk/Occasional
1412,2457,382,3,23.0,1,2,1,121,4,At-Risk/Occasional
2497,3568,74,4,22.85,3,3,1,331,7,At-Risk/Occasional
1164,2198,507,1,22.8,1,1,1,111,3,New Customers
3245,4333,182,1,22.8,2,1,1,211,4,At-Risk/Occasional
869,1891,543,2,22.8,1,1,1,111,3,New Customers
1110,2140,0,3,22.7,4,2,1,421,7,Active Customers
769,1790,276,2,22.7,2,1,1,211,4,At-Risk/Occasional
282,1292,67,2,22.7,3,1,1,311,5,At-Risk/Occasional
990,2015,232,2,22.6,2,1,1,211,4,At-Risk/Occasional
1559,2609,126,2,22.6,3,1,1,311,5,At-Risk/Occasional
864,1886,28,2,22.560000000000002,4,1,1,411,6,Active Customers
186,1193,48,2,22.56,4,1,1,411,6,Active Customers
3258,4347,298,2,22.5,1,1,1,111,3,New Customers
3100,4184,15,3,22.5,4,2,1,421,7,Active Customers
114,1119,329,1,22.400000000000002,1,1,1,111,3,New Customers
1518,2567,526,1,22.400000000000002,1,1,1,111,3,New Customers
2469,3540,300,3,22.4,1,2,1,121,4,At-Risk/Occasional
1749,2801,446,4,22.35,1,3,1,131,5,At-Risk/Occasional
3011,4093,478,2,22.3,1,1,1,111,3,New Customers
2272,3336,279,1,22.2,2,1,1,211,4,At-Risk/Occasional
3881,4984,248,3,22.150000000000002,2,2,1,221,5,At-Risk/Occasional
1671,2722,412,2,22.1,1,1,1,111,3,New Customers
1996,3052,179,2,22.049999999999997,2,1,1,211,4,At-Risk/Occasional
3219,4307,543,1,21.96,1,1,1,111,3,New Customers
3427,4522,226,3,21.900000000000002,2,2,1,221,5,At-Risk/Occasional
849,1871,381,1,21.9,1,1,1,111,3,New Customers
3560,4658,169,3,21.9,2,2,1,221,5,At-Risk/Occasional
453,1464,210,2,21.8,2,1,1,211,4,At-Risk/Occasional
3897,5000,323,3,21.8,1,2,1,121,4,At-Risk/Occasional
2086,3146,551,2,21.799999999999997,1,1,1,111,3,New Customers
921,1944,121,2,21.7,3,1,1,311,5,At-Risk/Occasional
2829,3906,197,2,21.6,2,1,1,211,4,At-Risk/Occasional
2880,3958,56,3,21.6,4,2,1,421,7,Active Customers
2222,3286,7,2,21.6,4,1,1,411,6,Active Customers
2250,3314,504,1,21.6,1,1,1,111,3,New Customers
3388,4483,137,2,21.53,3,1,1,311,5,At-Risk/Occasional
1929,2985,215,2,21.5,2,1,1,211,4,At-Risk/Occasional
1794,2848,45,2,21.400000000000002,4,1,1,411,6,Active Customers
2467,3538,304,3,21.3,1,2,1,121,4,At-Risk/Occasional
2484,3555,442,1,21.200000000000003,1,1,1,111,3,New Customers
3402,4497,206,2,21.200000000000003,2,1,1,211,4,At-Risk/Occasional
1479,2526,75,2,21.1,3,1,1,311,5,At-Risk/Occasional
1148,2180,377,2,21.1,1,1,1,111,3,New Customers
1981,3037,310,2,21.099999999999998,1,1,1,111,3,New Customers
1370,2414,574,1,21.0,1,1,1,111,3,New Customers
2662,3734,116,2,21.0,3,1,1,311,5,At-Risk/Occasional
3425,4520,647,3,21.0,1,2,1,121,4,At-Risk/Occasional
290,1300,482,1,21.0,1,1,1,111,3,New Customers
3591,4689,114,3,20.900000000000002,3,2,1,321,6,At-Risk/Occasional
543,1556,578,1,20.9,1,1,1,111,3,New Customers
934,1957,333,2,20.8,1,1,1,111,3,New Customers
3877,4980,492,1,20.75,1,1,1,111,3,New Customers
65,1068,182,2,20.700000000000003,2,1,1,211,4,At-Risk/Occasional
2397,3466,386,2,20.7,1,1,1,111,3,New Customers
1447,2493,145,2,20.7,2,1,1,211,4,At-Risk/Occasional
676,1695,329,1,20.6,1,1,1,111,3,New Customers
996,2021,352,1,20.6,1,1,1,111,3,New Customers
1491,2539,45,2,20.6,4,1,1,411,6,Active Customers
1093,2121,422,2,20.6,1,1,1,111,3,New Customers
1931,2987,623,1,20.6,1,1,1,111,3,New Customers
1075,2103,294,1,20.549999999999997,1,1,1,111,3,New Customers
1697,2748,637,1,20.400000000000002,1,1,1,111,3,New Customers
444,1455,287,1,20.4,1,1,1,111,3,New Customers
2912,3991,545,1,20.16,1,1,1,111,3,New Customers
2465,3536,635,1,20.1,1,1,1,111,3,New Customers
663,1681,542,2,20.099999999999998,1,1,1,111,3,New Customers
427,1437,137,2,20.05,3,1,1,311,5,At-Risk/Occasional
2095,3155,464,1,20.0,1,1,1,111,3,New Customers
823,1845,145,3,20.0,2,2,1,221,5,At-Risk/Occasional
248,1257,470,2,20.0,1,1,1,111,3,New Customers
3097,4181,479,1,20.0,1,1,1,111,3,New Customers
63,1066,566,3,19.92,1,2,1,121,4,At-Risk/Occasional
1445,2490,12,3,19.92,4,2,1,421,7,Active Customers
1130,2161,462,2,19.92,1,1,1,111,3,New Customers
2555,3626,567,2,19.8,1,1,1,111,3,New Customers
2583,3654,14,2,19.8,4,1,1,411,6,Active Customers
2135,3197,669,1,19.8,1,1,1,111,3,New Customers
1843,2898,525,3,19.700000000000003,1,2,1,121,4,At-Risk/Occasional
451,1462,462,2,19.7,1,1,1,111,3,New Customers
2856,3933,393,2,19.62,1,1,1,111,3,New Customers
2168,3230,350,1,19.6,1,1,1,111,3,New Customers
1332,2372,118,2,19.6,3,1,1,311,5,At-Risk/Occasional
3544,4642,27,2,19.57,4,1,1,411,6,Active Customers
1798,2852,205,1,19.5,2,1,1,211,4,At-Risk/Occasional
2806,3883,86,2,19.5,3,1,1,311,5,At-Risk/Occasional
1659,2710,77,2,19.5,3,1,1,311,5,At-Risk/Occasional
2930,4010,1,2,19.400000000000002,4,1,1,411,6,Active Customers
3051,4135,598,2,19.4,1,1,1,111,3,New Customers
3035,4118,6,1,19.4,4,1,1,411,6,Active Customers
1557,2607,405,2,19.3,1,1,1,111,3,New Customers
1185,2219,257,3,19.200000000000003,2,2,1,221,5,At-Risk/Occasional
340,1350,483,2,19.2,1,1,1,111,3,New Customers
1418,2463,4,3,19.2,4,2,1,421,7,Active Customers
3818,4920,312,2,19.0,1,1,1,111,3,New Customers
1084,2112,572,2,19.0,1,1,1,111,3,New Customers
3702,4803,365,3,19.0,1,2,1,121,4,At-Risk/Occasional
3357,4451,402,1,18.9,1,1,1,111,3,New Customers
2535,3606,414,1,18.9,1,1,1,111,3,New Customers
1790,2844,223,1,18.8,2,1,1,211,4,At-Risk/Occasional
858,1880,106,2,18.8,3,1,1,311,5,At-Risk/Occasional
2643,3715,233,3,18.700000000000003,2,2,1,221,5,At-Risk/Occasional
3691,4792,163,2,18.7,2,1,1,211,4,At-Risk/Occasional
3827,4930,504,1,18.7,1,1,1,111,3,New Customers
681,1700,61,2,18.64,3,1,1,311,5,At-Risk/Occasional
1942,2998,169,2,18.6,2,1,1,211,4,At-Risk/Occasional
2495,3566,16,2,18.6,4,1,1,411,6,Active Customers
2527,3598,259,2,18.5,2,1,1,211,4,At-Risk/Occasional
2810,3887,462,1,18.439999999999998,1,1,1,111,3,New Customers
2030,3087,368,3,18.400000000000002,1,2,1,121,4,At-Risk/Occasional
1624,2675,106,3,18.2,3,2,1,321,6,At-Risk/Occasional
1442,2487,174,2,18.1,2,1,1,211,4,At-Risk/Occasional
3639,4737,102,1,18.0,3,1,1,311,5,At-Risk/Occasional
3123,4208,695,1,18.0,1,1,1,111,3,New Customers
1578,2628,393,1,18.0,1,1,1,111,3,New Customers
1049,2075,344,3,18.0,1,2,1,121,4,At-Risk/Occasional
1680,2731,263,2,18.0,2,1,1,211,4,At-Risk/Occasional
2327,3395,133,2,17.9,3,1,1,311,5,At-Risk/Occasional
392,1402,442,1,17.8,1,1,1,111,3,New Customers
77,1080,230,2,17.8,2,1,1,211,4,At-Risk/Occasional
2761,3834,591,2,17.76,1,1,1,111,3,New Customers
3816,4918,337,1,17.700000000000003,1,1,1,111,3,New Customers
3395,4490,708,1,17.6,1,1,1,111,3,New Customers
131,1137,95,2,17.6,3,1,1,311,5,At-Risk/Occasional
3675,4775,641,1,17.6,1,1,1,111,3,New Customers
3289,4379,90,2,17.6,3,1,1,311,5,At-Risk/Occasional
3489,4587,586,1,17.6,1,1,1,111,3,New Customers
2070,3130,242,3,17.5,2,2,1,221,5,At-Risk/Occasional
1292,2330,420,2,17.400000000000002,1,1,1,111,3,New Customers
238,1247,452,2,17.400000000000002,1,1,1,111,3,New Customers
2772,3845,102,1,17.4,3,1,1,311,5,At-Risk/Occasional
303,1313,5,1,17.3,4,1,1,411,6,Active Customers
2892,3970,423,1,17.200000000000003,1,1,1,111,3,New Customers
2509,3580,36,2,17.200000000000003,4,1,1,411,6,Active Customers
3396,4491,468,1,17.1,1,1,1,111,3,New Customers
68,1071,460,1,17.1,1,1,1,111,3,New Customers
2172,3234,136,1,17.1,3,1,1,311,5,At-Risk/Occasional
1122,2153,381,2,17.09,1,1,1,111,3,New Customers
734,1755,574,2,16.9,1,1,1,111,3,New Customers
3191,4279,702,1,16.9,1,1,1,111,3,New Customers
3074,4158,4,2,16.85,4,1,1,411,6,Active Customers
213,1222,97,2,16.8,3,1,1,311,5,At-Risk/Occasional
460,1471,496,2,16.8,1,1,1,111,3,New Customers
1115,2145,18,2,16.8,4,1,1,411,6,Active Customers
57,1059,564,2,16.8,1,1,1,111,3,New Customers
485,1496,613,1,16.8,1,1,1,111,3,New Customers
44,1046,189,2,16.7,2,1,1,211,4,At-Risk/Occasional
2340,3408,55,2,16.7,4,1,1,411,6,Active Customers
2209,3272,192,2,16.65,2,2,1,221,5,At-Risk/Occasional
219,1228,310,1,16.6,1,1,1,111,3,New Customers
2563,3634,20,2,16.6,4,2,1,421,7,Active Customers
2431,3501,156,2,16.6,2,2,1,221,5,At-Risk/Occasional
2951,4032,142,2,16.6,2,2,1,221,5,At-Risk/Occasional
615,1630,222,2,16.5,2,2,1,221,5,At-Risk/Occasional
2008,3064,362,2,16.400000000000002,1,2,1,121,4,At-Risk/Occasional
3870,4973,581,1,16.400000000000002,1,1,1,111,3,New Customers
2890,3968,48,2,16.4,4,2,1,421,7,Active Customers
3784,4885,75,1,16.4,3,1,1,311,5,At-Risk/Occasional
28,1029,291,1,16.349999999999998,1,1,1,111,3,New Customers
429,1439,139,1,16.3,3,1,1,311,5,At-Risk/Occasional
3858,4961,423,1,16.200000000000003,1,1,1,111,3,New Customers
910,1933,435,1,16.2,1,1,1,111,3,New Customers
1840,2894,291,1,16.0,1,1,1,111,3,New Customers
526,1537,332,2,16.0,1,2,1,121,4,At-Risk/Occasional
119,1124,494,2,15.9,1,2,1,121,4,At-Risk/Occasional
2413,3482,518,3,15.8,1,2,1,121,4,At-Risk/Occasional
2915,3994,393,1,15.700000000000001,1,1,1,111,3,New Customers
3343,4435,389,4,15.700000000000001,1,3,1,131,5,At-Risk/Occasional
3532,4630,549,1,15.700000000000001,1,1,1,111,3,New Customers
2581,3652,103,2,15.7,3,2,1,321,6,At-Risk/Occasional
3632,4730,399,2,15.600000000000001,1,2,1,121,4,At-Risk/Occasional
1936,2992,51,1,15.6,4,1,1,411,6,Active Customers
545,1558,268,1,15.4,2,1,1,211,4,At-Risk/Occasional
1944,3000,495,1,15.399999999999999,1,1,1,111,3,New Customers
3433,4528,78,2,15.399999999999999,3,2,1,321,6,At-Risk/Occasional
2634,3706,408,1,15.3,1,1,1,111,3,New Customers
1315,2354,497,2,15.3,1,2,1,121,4,At-Risk/Occasional
92,1096,155,1,15.3,2,1,1,211,4,At-Risk/Occasional
3846,4949,134,1,15.2,3,1,1,311,5,At-Risk/Occasional
258,1267,594,1,15.000000000000002,1,1,1,111,3,New Customers
3745,4846,391,2,15.0,1,2,1,121,4,At-Risk/Occasional
1669,2720,552,1,14.9,1,1,1,111,3,New Customers
1756,2808,239,3,14.8,2,2,1,221,5,At-Risk/Occasional
180,1187,18,3,14.770000000000001,4,2,1,421,7,Active Customers
838,1860,522,2,14.7,1,2,1,121,4,At-Risk/Occasional
311,1321,261,2,14.600000000000001,2,2,1,221,5,At-Risk/Occasional
3419,4514,531,1,14.6,1,1,1,111,3,New Customers
2113,3173,158,1,14.6,2,1,1,211,4,At-Risk/Occasional
1898,2953,360,1,14.6,1,1,1,111,3,New Customers
2534,3605,269,1,14.5,2,1,1,211,4,At-Risk/Occasional
3803,4904,389,1,14.5,1,1,1,111,3,New Customers
1722,2773,579,1,14.5,1,1,1,111,3,New Customers
3288,4378,240,2,14.5,2,2,1,221,5,At-Risk/Occasional
724,1745,648,1,14.4,1,1,1,111,3,New Customers
2311,3377,488,1,14.4,1,1,1,111,3,New Customers
2553,3624,597,1,14.4,1,1,1,111,3,New Customers
2047,3105,627,1,14.2,1,1,1,111,3,New Customers
3360,4454,7,1,14.1,4,1,1,411,6,Active Customers
656,1673,631,1,13.9,1,1,1,111,3,New Customers
2914,3993,315,1,13.899999999999999,1,1,1,111,3,New Customers
2050,3108,645,1,13.850000000000001,1,1,1,111,3,New Customers
2812,3889,372,2,13.8,1,2,1,121,4,At-Risk/Occasional
2045,3103,385,2,13.8,1,2,1,121,4,At-Risk/Occasional
1163,2197,542,1,13.8,1,1,1,111,3,New Customers
2903,3981,5,2,13.7,4,2,1,421,7,Active Customers
391,1401,215,2,13.600000000000001,2,2,1,221,5,At-Risk/Occasional
3891,4994,325,1,13.5,1,1,1,111,3,New Customers
3694,4795,153,1,13.5,2,1,1,211,4,At-Risk/Occasional
426,1436,304,1,13.49,1,1,1,111,3,New Customers
3555,4653,416,2,13.4,1,2,1,121,4,At-Risk/Occasional
1397,2442,674,1,13.4,1,1,1,111,3,New Customers
1772,2826,482,1,13.4,1,1,1,111,3,New Customers
508,1519,428,1,13.399999999999999,1,1,1,111,3,New Customers
3641,4739,391,2,13.200000000000001,1,2,1,121,4,At-Risk/Occasional
987,2012,276,2,13.2,2,2,1,221,5,At-Risk/Occasional
1907,2963,582,2,13.2,1,2,1,121,4,At-Risk/Occasional
892,1915,145,2,13.0,2,2,1,221,5,At-Risk/Occasional
3401,4496,341,1,13.0,1,1,1,111,3,New Customers
2916,3995,187,1,13.0,2,1,1,211,4,At-Risk/Occasional
1587,2637,468,2,12.9,1,2,1,121,4,At-Risk/Occasional
876,1898,414,1,12.8,1,1,1,111,3,New Customers
1912,2968,74,1,12.64,3,1,1,311,5,At-Risk/Occasional
2962,4043,343,1,12.6,1,1,1,111,3,New Customers
1411,2456,655,1,12.5,1,1,1,111,3,New Customers
300,1310,403,2,12.4,1,2,1,121,4,At-Risk/Occasional
1255,2292,280,1,12.4,1,1,1,111,3,New Customers
2350,3418,292,2,12.4,1,2,1,121,4,At-Risk/Occasional
2039,3097,142,1,12.4,2,1,1,211,4,At-Risk/Occasional
2866,3943,636,1,12.3,1,1,1,111,3,New Customers
2103,3163,366,2,12.100000000000001,1,2,1,121,4,At-Risk/Occasional
1088,2116,123,2,12.100000000000001,3,2,1,321,6,At-Risk/Occasional
2384,3453,14,2,12.100000000000001,4,2,1,421,7,Active Customers
2855,3932,602,1,12.1,1,1,1,111,3,New Customers
